action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,inactive,5505523,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Cc1cccc(S(=O)(=O)c2c(N)n(Cc3ccco3)c3nc4ccccc4nc23)c1,,,CHEMBL1201862,,,,CHEMBL1587654,,CHEMBL1587654,,0,http://www.openphacts.org/units/Nanomolar,1307324,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,Active,5505524,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,N=c1c(C(=O)NCc2ccc(F)cc2)cc2c(=O)n3ccccc3nc2n1Cc1ccco1,,,CHEMBL1201862,,,"{'bei': '12.23', 'le': '0.22', 'lle': '2.58', 'sei': '5.15'}",CHEMBL1301322,,CHEMBL1301322,5.42,0,http://www.openphacts.org/units/Nanomolar,1305640,=,7,1,=,,IC50,nM,,3780.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,3.78
,Active,5505525,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CC(=O)c1ccc2cccc3c2c1NC(C)=N3,,,CHEMBL1201862,,,"{'bei': '24.60', 'le': '0.44', 'lle': '2.00', 'sei': '13.30'}",CHEMBL1567923,,CHEMBL1567923,5.52,0,http://www.openphacts.org/units/Nanomolar,1176556,=,7,1,=,,IC50,nM,,3050.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,3.05
,Active,5505526,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Cc1cc(/C=N/NC(=O)Cn2c3ccccc3c(=O)c3ccccc32)c(C)n1-c1ccc(Cl)cc1,,,CHEMBL1201862,,,"{'bei': '11.03', 'le': '0.21', 'lle': '-0.04', 'sei': '7.79'}",CHEMBL3209562,,CHEMBL3209562,5.33,0,http://www.openphacts.org/units/Nanomolar,1029522,=,7,1,=,,IC50,nM,,4690.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,4.69
,Active,5505527,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CCc1nnc(NC(=O)c2sc3nc4c(cc3c2N)CCCCC4)s1,,,CHEMBL1201862,,,"{'bei': '12.25', 'le': '0.25', 'lle': '0.77', 'sei': '4.88'}",CHEMBL1371568,,CHEMBL1371568,4.58,0,http://www.openphacts.org/units/Nanomolar,1029986,=,7,1,=,,IC50,nM,,26500.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,26.5
,Active,5505528,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(S(=O)(=O)c2cc3c(=O)n4ccccc4nc3n(Cc3ccco3)c2=N)cc1,,,CHEMBL1201862,,,"{'bei': '11.86', 'le': '0.23', 'lle': '2.38', 'sei': '4.79'}",CHEMBL1348271,,CHEMBL1348271,5.29,0,http://www.openphacts.org/units/Nanomolar,1188610,=,7,1,=,,IC50,nM,,5080.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,5.08
,Active,5505529,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CCC1(C)Cc2c(sc3[nH]c(=O)[nH]c(=O)c23)CS1,,,CHEMBL1201862,,,"{'bei': '15.63', 'le': '0.33', 'lle': '2.17', 'sei': '6.72'}",CHEMBL1335410,,CHEMBL1335410,4.42,0,http://www.openphacts.org/units/Nanomolar,1298784,=,7,1,=,,IC50,nM,,38500.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,38.5
,Active,5505530,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(-n2c(C)cc(/C=N/NC(=O)Cn3c4ccccc4c(=O)c4ccccc43)c2C)cc1,,,CHEMBL1201862,,,"{'bei': '12.16', 'le': '0.22', 'lle': '0.61', 'sei': '8.23'}",CHEMBL3196628,,CHEMBL3196628,5.62,0,http://www.openphacts.org/units/Nanomolar,1028500,=,7,1,=,,IC50,nM,,2370.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,2.37
,inactive,5505531,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CC1CCCCC1NC(=O)COC(=O)c1c2c(nc3ccccc13)/C(=C/c1ccco1)CC2,,,CHEMBL1201862,,,,CHEMBL1450458,,CHEMBL1450458,,0,http://www.openphacts.org/units/Nanomolar,1045056,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,Active,5505532,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.Cl.O,,,CHEMBL1201862,,,"{'bei': '18.76', 'le': '0.34', 'lle': '2.17', 'sei': '11.48'}",CHEMBL1256708,APOMORPHINE HYDROCHLORIDE HEMIHYDRATE,CHEMBL53,5.01,0,http://www.openphacts.org/units/Nanomolar,980152,=,7,1,=,,IC50,nM,,9660.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,9.66
,Active,5505533,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Cc1cccc(C(=O)/N=c2\c(C#N)cc3c(=O)n4cccc(C)c4nc3n2Cc2ccco2)c1,,,CHEMBL1201862,,,"{'bei': '14.17', 'le': '0.26', 'lle': '2.85', 'sei': '6.03'}",CHEMBL1998294,,CHEMBL1998294,6.37,0,http://www.openphacts.org/units/Nanomolar,1000135,=,7,1,=,,IC50,nM,,429.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,0.429
,Active,5505534,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,N#Cc1c(-c2ccncc2)c2c([nH]c1=O)-c1ccccc1OC2,,,CHEMBL1201862,,,"{'bei': '19.86', 'le': '0.36', 'lle': '3.11', 'sei': '7.60'}",CHEMBL427876,,CHEMBL427876,5.98,0,http://www.openphacts.org/units/Nanomolar,1156436,=,7,1,=,,IC50,nM,,1040.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,1.04
,Active,5505535,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CCC(=O)Nc1c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc2n1Cc1ccccc1,,,CHEMBL1201862,,,"{'bei': '11.31', 'le': '0.21', 'lle': '0.51', 'sei': '5.67'}",CHEMBL1428024,,CHEMBL1428024,5.32,0,http://www.openphacts.org/units/Nanomolar,1023001,=,7,1,=,,IC50,nM,,4740.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,4.74
,Active,5505536,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Oc1nc(C(Cl)Cl)nc2sc3c(c12)CCN(Cc1ccccc1)C3,,,CHEMBL1201862,,,"{'bei': '14.57', 'le': '0.32', 'lle': '1.11', 'sei': '11.25'}",CHEMBL1348645,,CHEMBL1348645,5.54,0,http://www.openphacts.org/units/Nanomolar,1039936,=,7,1,=,,IC50,nM,,2890.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,2.89
,inactive,5505537,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,COc1ccc(OC)c(S(=O)(=O)N(C(C)=O)c2ccc3oc(=O)sc3c2)c1,,,CHEMBL1201862,,,,CHEMBL1596011,,CHEMBL1596011,,0,http://www.openphacts.org/units/Nanomolar,1116876,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,Active,5505538,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,N=c1c(C(=O)NCc2ccccc2)cc2c(=O)n3ccccc3nc2n1Cc1ccco1,,,CHEMBL1201862,,,"{'bei': '13.23', 'le': '0.24', 'lle': '2.93', 'sei': '5.34'}",CHEMBL1529346,,CHEMBL1529346,5.63,0,http://www.openphacts.org/units/Nanomolar,1302548,=,7,1,=,,IC50,nM,,2340.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,2.34
,Active,5505539,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,O=C1C=CC(=O)N1N(c1ccccc1)c1ccccc1,,,CHEMBL1201862,,,"{'bei': '18.90', 'le': '0.34', 'lle': '2.34', 'sei': '12.30'}",CHEMBL1490677,,CHEMBL1490677,5.00,0,http://www.openphacts.org/units/Nanomolar,1034359,=,7,1,=,,IC50,nM,,10100.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,10.1
,inactive,5505540,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,N#Cc1c2c(c(NCc3ccco3)n3c1nc1ccccc13)CCC2,,,CHEMBL1201862,,,,CHEMBL1606020,,CHEMBL1606020,,0,http://www.openphacts.org/units/Nanomolar,1282191,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,Active,5505541,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,COc1cccc(-n2c(SCc3cc(=O)oc4cc(O)c(O)cc34)nc3ccccc3c2=O)c1,,,CHEMBL1201862,,,"{'bei': '12.01', 'le': '0.23', 'lle': '1.50', 'sei': '4.96'}",CHEMBL1499658,,CHEMBL1499658,5.70,0,http://www.openphacts.org/units/Nanomolar,1038596,=,7,1,=,,IC50,nM,,2000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,2.0
,inactive,5505542,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CCNc1sc(C(=O)c2cccs2)c(N)c1-c1nc2ccccc2s1,,,CHEMBL1201862,,,,CHEMBL1577952,,CHEMBL1577952,,0,http://www.openphacts.org/units/Nanomolar,1168088,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,inactive,5505543,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,COC(=O)C1=C(CSc2nc3c(cc2C#N)CN(C)CC3)OC(N)=C(C#N)C1c1ccccc1F,,,CHEMBL1201862,,,,CHEMBL1577884,,CHEMBL1577884,,0,http://www.openphacts.org/units/Nanomolar,987179,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,Active,5505544,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,Cc1ccc(Cn2c(=N)c(C(=O)NCc3ccco3)cc3c(=O)n4ccccc4nc32)cc1,,,CHEMBL1201862,,,"{'bei': '14.39', 'le': '0.26', 'lle': '3.31', 'sei': '6.00'}",CHEMBL1360981,,CHEMBL1360981,6.32,0,http://www.openphacts.org/units/Nanomolar,1284704,=,7,1,=,,IC50,nM,,475.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,0.475
,inactive,5505545,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,O=C(CN1CCN(c2ccc(O)cc2)CC1)NC(c1ccccc1)c1ccccc1,,,CHEMBL1201862,,,,CHEMBL1471909,,CHEMBL1471909,,0,http://www.openphacts.org/units/Nanomolar,1037430,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,inactive,5505546,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CC(C)C(=O)N(c1cc2sc(=O)oc2c2ccccc12)S(=O)(=O)c1cccs1,,,CHEMBL1201862,,,,CHEMBL1467316,,CHEMBL1467316,,0,http://www.openphacts.org/units/Nanomolar,996896,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
,Active,5505547,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CCOC(=O)c1cc2c(=O)n3cccc(C)c3nc2n(Cc2ccco2)/c1=N/C(=O)c1ccccc1,,,CHEMBL1201862,,,"{'bei': '10.12', 'le': '0.19', 'lle': '1.36', 'sei': '4.51'}",CHEMBL3192906,,CHEMBL3192906,4.88,0,http://www.openphacts.org/units/Nanomolar,999541,=,7,1,=,,IC50,nM,,13100.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,13.1
,Active,5505548,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,COCCNC(=O)c1c(NC(=O)c2ccc(Br)o2)n(Cc2ccccc2)c2nc3ccccc3nc12,,,CHEMBL1201862,,,"{'bei': '10.34', 'le': '0.22', 'lle': '1.05', 'sei': '5.09'}",CHEMBL1328822,,CHEMBL1328822,5.67,0,http://www.openphacts.org/units/Nanomolar,988979,=,7,1,=,,IC50,nM,,2140.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,2.14
,Active,5505549,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,CC(C)OCCCn1c(-c2ccco2)nc2nc3ccccc3nc21,,,CHEMBL1201862,,,"{'bei': '15.31', 'le': '0.28', 'lle': '1.10', 'sei': '7.81'}",CHEMBL1382392,,CHEMBL1382392,5.15,0,http://www.openphacts.org/units/Nanomolar,1304534,=,7,1,=,,IC50,nM,,7070.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,7.07
,inactive,5505550,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,COc1ccc2o/c(=N\O)c(C(=O)Nc3ccccc3OC)cc2c1,,,CHEMBL1201862,,,"{'bei': '12.43', 'le': '0.23', 'lle': '1.24', 'sei': '4.53'}",CHEMBL1864716,,CHEMBL1864716,4.23,0,http://www.openphacts.org/units/Nanomolar,985058,=,7,1,=,,IC50,nM,,59000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,59.0
,inactive,5505551,[],CHEMBL1613917,"PUBCHEM_BIOASSAY: uHTS identification of compounds inhibiting the binding between the RUNX1 Runt domain and CBFb-SMMHC via a fluorescence resonance energy transfer (FRET) assay. Inhibition of protein-protein interaction using fluorescence resonance energy transfer (FRET) assay Secondary Screen (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1438, AID1496, AID1502, AID1550, AID1560, AID1645]",B,,,BAO_0000190,BAO_0000224,protein format,COc1cccc2c(O)c3cccc(N)c3nc12,,,CHEMBL1201862,,,,CHEMBL1584969,,CHEMBL1584969,,0,http://www.openphacts.org/units/Nanomolar,1038124,>,7,1,>,,IC50,nM,,100000.0,CHEMBL2093862,Homo sapiens,Runt-related transcription factor 1/Core-binding factor subunit beta,9606,,,IC50,uM,UO_0000065,,100.0
